hospital_name,doctor_name,total_revenue,doctor_rank
"Allen, Wall and Wade","James Adams",2541.14,1
"Allen, Williams and Phillips","Mr. Andrew Hall Jr.",26612.01,1
"Allison LLC","Diana Lester",48296.94,1
"Allison LLC","Lisa Frazier",19510.77,2
"Allison Ltd","Michele Park",38256.44,1
"Allison Ltd","Tami Thompson",37278.25,2
"Allison Ltd","Jack Marks",37262.62,3
"Allison PLC","Wendy Johnson",15593.00,1
"Allison Price Williams, and","Rhonda Castro",49795.37,1
"Allison Rodgers Sullivan, and","Matthew Cruz",957.45,1
"Allison Strong and Nixon,","Jessica Martin",4812.02,1
Allison-Bailey,"Victoria Mccormick",34492.31,1
Allison-Black,"Barbara Jones",39778.59,1
Allison-Cameron,"Maria Edwards",38578.54,1
Allison-Moore,"Tyler Clark",35149.38,1
Allison-Walters,"William York",15048.83,1
Allison-Williams,"Steven Grant",33653.65,1
"Allison, and Cruz Moore","Miss Renee Smith",35576.59,1
"Alvarado and Myers Smith,","Shannon Carter",17138.94,1
"Alvarado Inc","Heather Vincent",39783.91,1
"Alvarado Inc","Hannah Orozco",34691.21,2
"Alvarado Inc","Brandy Bishop",2824.60,3
"Alvarado LLC","Tanya Weber",46896.12,1
"Alvarado LLC","Victoria King",43286.50,2
"Alvarado LLC","Rachel Foster",38312.43,3
"Alvarado Mcmahon and Guerra,","Dwayne Young",4955.96,1
"Alvarado PLC","Glenn Riggs",43545.52,1
"Alvarado PLC","Jacqueline Richardson",43198.53,2
"Alvarado PLC","Sean Johnson MD",5882.41,3
"Alvarado Richard and Brown,","Bruce Ramos",14949.39,1
"Alvarado Sullivan Miller, and","Jessica Thomas",33378.64,1
Alvarado-Allen,"Brett Wright",44921.34,1
Alvarado-Bradley,"Cassandra Cruz",44947.06,1
Alvarado-Carroll,"Timothy Hamilton",10142.31,1
Alvarado-Deleon,"Daniel Smith",27385.74,1
Alvarado-Delgado,"Melissa Griffin",40686.91,1
Alvarado-Elliott,"Patrick Johnson",8415.98,1
Alvarado-Gonzalez,"Carlos Brown",3194.77,1
Alvarado-Lopez,"William Choi",4762.56,1
Alvarado-Martin,"Toni Parker",1077.17,1
Alvarado-Meza,"Brad Evans",34732.28,1
Alvarado-Prince,"Richard Castro",27277.20,1
Alvarado-Scott,"Daniel Waller",6742.94,1
Alvarado-Smith,"Ann Garner",41817.31,1
"Alvarez and James, Mcintosh","Tiffany Underwood",36345.63,1
"Alvarez and Mullins, Barajas","Mark Williams",6116.05,1
"Alvarez and Sanchez Taylor,","Gregory Callahan",43664.11,1
"Alvarez and York Rocha,","Courtney Fox",14366.76,1
"Alvarez Austin Snyder, and","Elijah Potts",21513.53,1
"Alvarez Clark, and Francis","Douglas Moore",29585.99,1
"Alvarez Garcia, and Watkins","James Houston",39214.32,1
"Alvarez Group","Kristin Christian",43728.55,1
"Alvarez Group","Robert Rhodes",4478.59,2
"Alvarez Hayes Guzman, and","Ronald Lloyd",7221.30,1
"Alvarez Inc","Javier Smith",45577.57,1
"Alvarez LLC","Bryan Richmond",61652.98,1
"Alvarez Ltd","Jacob Carpenter",84308.22,1
"Alvarez Ltd","James Mercer",69661.80,2
"Alvarez Ltd","Lisa Adams",44168.24,3
"Alvarez Maldonado, and Oconnor","Amy Holland",44408.95,1
"Alvarez Moss Smith, and","Justin Hammond",70526.82,1
"Alvarez PLC","Jamie Mckinney",46882.80,1
"Alvarez PLC","Amy Wu",13093.89,2
"Alvarez Sons and","Linda Sexton",36378.26,1
"Alvarez Wilson and Fry,","Jeffery Johnson",34318.84,1
Alvarez-Blair,"Brent Keller",6972.57,1
Alvarez-Chavez,"Dawn Jones",8498.36,1
Alvarez-Craig,"Madison Daugherty",51293.41,1
Alvarez-Cruz,"David Cabrera",42956.13,1
Alvarez-Flynn,"Christian Grimes",39123.35,1
Alvarez-Griffith,"Stephen Johnson",8805.04,1
Alvarez-Guerrero,"Timothy Payne",66444.18,1
Alvarez-Harris,"Scott Allen",35318.70,1
Alvarez-Hays,"Luis Anderson",8066.74,1
Alvarez-Henry,"Wayne Price",7612.78,1
Alvarez-Martin,"Michael Michael",19055.09,1
Alvarez-Mathews,"Joshua Mendez",13146.07,1
Alvarez-Miranda,"Lori Gordon",18948.66,1
Alvarez-Nunez,"Brianna Arnold",32208.96,1
Alvarez-Olson,"Austin White",13022.69,1
Alvarez-Payne,"Candace Marquez",38992.27,1
Alvarez-Perry,"Emma Obrien",30035.02,1
Alvarez-Quinn,"Shelley Aguirre",9205.77,1
Alvarez-Robinson,"Gina Gonzalez",33055.74,1
Alvarez-Rogers,"James Bell",46403.07,1
Alvarez-Shelton,"Christopher Jimenez",47945.54,1
Alvarez-Smith,"Mr. Fred Jackson",74917.06,1
Alvarez-Smith,"Jordan Perry",36462.06,2
Alvarez-Smith,"Scott Sims",12684.25,3
Alvarez-Valentine,"Frances Fuentes",27106.00,1
Alvarez-Vargas,"Brandon Schwartz",97829.28,1
Alvarez-Young,"Veronica Larson",8213.78,1
Alvarez-Zamora,"Sean Garcia",17938.89,1
"Alvarez, and Lewis Jennings","Dennis Hughes",9298.59,1
"Alvarez, Rogers and Kennedy","Christopher Mitchell",37845.38,1
"Alvarez, Ross and Hurst","Jordan Rivera",34858.40,1
"Alvarez, Vasquez and Price","Kimberly Ramos",17200.39,1
"and Abbott Campbell Palmer,","Tina Lynn",171.90,1
"and Abbott Gross, Anderson","Bethany Wilcox",9892.25,1
"and Acevedo, James Ho","Angel Sanchez",25428.30,1
"and Acosta, George Silva","Brian Brown",27583.87,1
"and Adams Bautista, Roberts","Kimberly Ward",77367.70,1
"and Adams Brown, Fuller","Valerie Perez",11235.25,1
"and Adams Brown, Love","Christopher Martin",45136.98,1
"and Adams Chavez Camacho,","Monica Jimenez",5031.08,1
"and Adams Cole, Payne","Albert Gordon",48016.34,1
"and Adams Figueroa, Edwards","Matthew Jackson",10233.22,1
"and Adams Hunt Bennett,","Zachary Kelly",41157.18,1
"and Adams Martin, Sosa","David Huerta",28569.29,1
"and Adams Martin, Thomas","Christopher Mitchell",22654.84,1
"and Adams Morgan Livingston,","Karen Oconnell DVM",16560.50,1
"and Adams Orr Jones,","Kristen Olson",41703.87,1
"and Adams Reilly, Taylor","Jennifer Anderson",22133.58,1
"and Adams Rodriguez Hill,","William Wu",58283.52,1
"and Adams Russo, Sexton","Thomas Russell",17631.81,1
"and Adams Sons","Todd French",33579.41,1
"and Adams Sons","James Anderson",33170.88,2
"and Adams Sons","Shannon Case",6061.46,3
"and Adams Walls Knight,","Preston Hernandez",11717.07,1
"and Adams, Black Villegas","Sean Martin",16631.91,1
"and Adams, Booker Buckley","Courtney Smith",27604.74,1
"and Adams, Evans Hill","Jennifer Figueroa",8702.18,1
"and Adams, Graham Higgins","Charles Johnson",3703.37,1
"and Adams, Harris Kennedy","Luis Nichols",27498.03,1
"and Adams, Johns Duncan","Dana Jackson",25806.34,1
"and Adams, Johnston Brock","Jonathan Bryan",29313.98,1
"and Adams, Martin Franklin","Michael Greer",4760.29,1
"and Adams, Patton Carter","Megan Villanueva",43656.57,1
"and Adams, Perry Fitzpatrick","Rachael Martinez",53759.18,1
"and Adams, Smith Gonzalez","Joshua Santana",26036.30,1
"and Adkins Bolton Manning,","Joseph Parker",48639.10,1
"and Adkins Porter, Benton","Virginia Wilson",42764.84,1
"and Adkins Woods, Lowery","Tiffany Simmons",23441.08,1
"and Aguilar Carney, Cohen","Abigail Wilson",40685.18,1
"and Aguilar Sons","Patricia Fernandez",47100.32,1
"and Aguilar Sons","Ryan Gomez",45586.50,2
"and Aguirre Smith Williams,","Annette Lee",46024.80,1
"and Aguirre Sons","Douglas West",17949.80,1
"and Alexander Crawford Graham,","Lindsay Pierce",27507.04,1
"and Alexander Espinoza Stone,","Robin Miles",5953.11,1
"and Alexander Ferguson Munoz,","Patricia Hobbs",9080.71,1
"and Alexander Hall Powers,","Elizabeth Anderson",19761.97,1
"and Alexander Hanson Johnson,","Fernando Erickson",33220.63,1
"and Alexander Hunter, Thompson","Mr. Mark Watson",22709.86,1
"and Alexander Knight Smith,","Samuel Rodriguez",40495.08,1
"and Alexander Mullins, Hampton","Teresa Scott",45106.49,1
"and Alexander Wilkins, Baker","James Woods",46235.73,1
"and Ali Snyder Hughes,","Heather Wright",57694.22,1
"and Allen Anderson, Rivera","Amanda Miller",23698.71,1
"and Allen Bryant Carlson,","Thomas Morse",55714.96,1
"and Allen Conley Rhodes,","Brian Drake",10749.77,1
"and Allen James Wolf,","Kerry Mendoza",47946.31,1
"and Allen Jennings, Branch","Ashley Nunez",46670.46,1
"and Allen Mitchell, Soto","Penny Avila",41129.80,1
"and Allen Reeves, Gross","Kristopher Marshall",35543.37,1
"and Allen Sons","Jonathan Harper MD",31427.47,1
"and Allen Torres, Rice","William Dudley",36106.95,1
"and Allen Wright Ward,","Lisa Owens",40904.84,1
"and Allen, Baker Castro","Bruce Black",15575.50,1
"and Allen, Davis Phillips","Steven Roberts",27561.30,1
"and Allen, Gonzales Johnston","Brandon Gonzalez",38629.22,1
"and Allen, Jenkins Robinson","Kristin Vincent",8073.09,1
"and Allen, Porter Edwards","Lauren Cohen",22427.08,1
"and Allen, Roberts Evans","Matthew Townsend",2606.94,1
"and Allen, Taylor Bennett","Duane Lindsey",14843.25,1
"and Allen, Zavala Collins","Alicia Clark",12926.66,1
"and Alvarado Grant May,","Jennifer Johnson",26040.25,1
"and Alvarado Thomas Acosta,","Ashley Walker",49598.63,1
"and Alvarado, Nelson Wright","David Williams",8635.21,1
"and Alvarez Banks, Munoz","Kelly Garcia",39848.26,1
"and Alvarez Gilmore Wheeler,","Christopher Oconnor",4448.51,1
"and Alvarez Jennings Roberts,","Victor Rodriguez",2714.49,1
"and Alvarez Johnson, Nguyen","Shelby Simpson",39514.40,1
"and Alvarez Lee Gay,","Kayla Yates",20820.17,1
"and Alvarez Sons","Patricia Benton",40573.01,1
"and Alvarez Sons","Kayla Mooney",26366.59,2
"and Alvarez Sons","Oscar Riggs",11252.40,3
"and Alvarez Stevens Cox,","Daniel Marshall",31086.39,1
"and Alvarez Torres Osborn,","Charles Mason",28311.36,1
"and Alvarez Tran, Ortiz","Brian Brown",6182.35,1
"and Alvarez, Choi Jackson","Charles Bishop",9230.72,1
"and Alvarez, Cox Powers","Thomas Pratt",392.91,1
"and Alvarez, Perkins Russell","John Casey",38147.80,1
"and Andersen Edwards, Martinez","Sandra Garcia",27711.40,1
"and Andersen Miller Jones,","Evelyn Moody",36698.95,1
"and Andersen Strickland Ingram,","Donald Rose",37358.11,1
"and Andersen, Molina Garcia","Anthony Phillips",44260.00,1
"and Anderson Boyd Bennett,","Terry Williams",1089.34,1
"and Anderson Boyd, Hardy","Mckenzie Williams",38145.32,1
"and Anderson Donaldson Aguilar,","Ronnie Booth",45877.55,1
"and Anderson Flowers, Tucker","Anna Garrett",6596.19,1
"and Anderson Gentry, Esparza","Angel Yang",32219.64,1
"and Anderson Gonzalez, Waters","Cindy Rivera",32799.36,1
"and Anderson Hartman Flores,","Steve Stephenson",36170.79,1
"and Anderson Irwin Whitney,","Robert Ellison",10954.57,1
"and Anderson Kennedy, Owens","Darlene Mooney",44961.46,1
"and Anderson Lindsey Burgess,","Courtney Walker",11913.92,1
"and Anderson Lopez, Mitchell","Joseph Bailey",8771.65,1
"and Anderson Mendez, Ortiz","Victoria Cooper",11702.70,1
"and Anderson Middleton, King","Emily Prince",9854.75,1
"and Anderson Nichols Whitaker,","Paul Casey",25334.94,1
"and Anderson Smith Sanchez,","Sabrina Rogers",40598.42,1
"and Anderson Sons","Brittany Diaz",45658.37,1
"and Anderson Sons","Kimberly Sutton",31455.56,2
"and Anderson Sons","Colton Russell",4082.54,3
"and Anderson Turner Henderson,","Marcus Love",48346.86,1
"and Anderson Williams Harrison,","John Murillo",44514.94,1
"and Anderson, Berry Franklin","Paul Jones",21899.50,1
"and Anderson, Huff Ford","Joshua Jones",40646.35,1
"and Anderson, Hull Simon","Cameron Perkins",37355.76,1
"and Anderson, Porter Becker","Michael Jenkins",39448.89,1
"and Anderson, Richards Benson","Daryl Harvey",469.53,1
"and Anderson, Scott Nelson","Patty Palmer",44409.94,1
"and Anderson, Smith Carr","Colleen Russo",26448.17,1
"and Anderson, Smith Woods","Cameron Williams",13067.20,1
"and Anderson, Stephens Rowe","Taylor Lopez",44453.08,1
"and Anderson, Woods Woods","Linda Johnson",2421.98,1
"and Andrews Cole, Garcia","Teresa Davis",22670.62,1
"and Andrews Miranda Watson,","Barry Reese",4786.78,1
"and Andrews, Armstrong Padilla","Michelle Mccarty",19862.16,1
"and Andrews, Flores Brady","David Morris",32201.08,1
"and Anthony Hays Medina,","Kari Lewis",48991.87,1
"and Anthony Nelson, Griffith","Joseph Warner",47764.51,1
"and Anthony, Valdez Tapia","Christopher Marquez",43526.02,1
"and Arellano Anderson, Bruce","Anthony Garrett",21280.76,1
"and Arellano Parks Meyer,","Amy Miller",25446.62,1
"and Arellano, Caldwell Mathis","Rachel Gibson",16696.43,1
"and Arellano, Gill Jackson","Latasha Doyle",36523.16,1
"and Arias, Hogan May","Brian Cruz",23336.26,1
"and Armstrong Ayers, Horne","Richard Brewer",78107.12,1
"and Armstrong Johnson, Foster","Kelly Jones",3492.21,1
"and Armstrong Sons","Veronica Rosales",11979.62,1
"and Armstrong, Blair Zimmerman","Chris Berry",18466.86,1
"and Armstrong, Taylor Burns","John Smith",38755.95,1
"and Arnold Anderson, White","Jo Barnes",42453.38,1
"and Arnold Johnson Mccullough,","John Poole",25704.99,1
"and Arnold Johnson, Edwards","Eduardo Murphy",42752.18,1
"and Arnold Meadows, Rivas","John Nelson",4268.80,1
"and Arnold Morales, Gonzales","Julie Chandler",42374.56,1
"and Arnold Sons","Barbara Branch",46146.49,1
"and Arnold Sons","Jessica Rojas",19665.86,2
"and Arnold Watkins Fleming,","Jessica Peters",10835.09,1
"and Arnold, Phillips Fox","Karen Salinas",48688.15,1
"and Ashley Decker, Hays","Ruth Henry",6108.55,1
"and Ashley Washington, Neal","Fernando Mckenzie",22450.86,1
"and Atkins Barnes, Hall","Tracy Rogers",24412.93,1
"and Atkins Hayden Hopkins,","Jessica Garrett",22084.08,1
"and Atkins Mcintosh, Sanders","Christopher Martin",3735.71,1
"and Atkins Sons","Ronald Nelson",45574.81,1
"and Atkins, Kelly Torres","Elizabeth Schmidt",16360.53,1
"and Atkinson Blevins, Stevens","Nancy Martinez",36914.84,1
"and Atkinson Hanson Henry,","Joshua Richards",18621.24,1
"and Atkinson Perez, Allen","Jamie Lang",17486.93,1
"and Atkinson Wilson, Torres","Lori Wilson",9195.50,1
"and Austin Sons","Alison Stevens",25543.56,1
"and Austin Sons","John Smith",18175.47,2
"and Avery, Jarvis Hopkins","Angela Nguyen",32064.42,1
"and Avila Johnson Wood,","Dr. Alex Davila",22961.86,1
"and Avila, Moss Caldwell","Kyle Shea",9713.91,1
"and Avila, Oconnor Brown","Ronnie Burgess",42387.75,1
"and Ayala Miller, Wilson","Melissa Ford",40240.31,1
"and Ayers King, Smith","Jackie Martinez",69194.78,1
"and Ayers Swanson, Greer","Ryan Peters",11599.16,1
"and Ayers, Vazquez Rivers","Jason Hill",46925.37,1
"and Bailey Barnes Vasquez,","Austin Hayes",47613.32,1
"and Bailey Dickerson Dalton,","Alexander Robinson",5814.75,1
"and Bailey Douglas Davis,","Samantha Snyder",44963.21,1
"and Bailey Garcia Spencer,","Jamie Howell",15686.43,1
"and Bailey Jones Robinson,","Christina Davila",7938.59,1
"and Bailey Kennedy, Morales","Sabrina Gonzalez",11762.64,1
"and Bailey Martin, Graham","Kelly Cole",48412.54,1
"and Bailey Martin, Smith","Karina White",5916.66,1
"and Bailey Meza, Jones","Rhonda Bender",39318.32,1
"and Bailey Munoz, Hernandez","Ashley Monroe",86116.38,1
"and Bailey Phillips, Wright","Tanya Vega",5923.90,1
"and Bailey Ramos, Webster","Angela Boyle",42095.55,1
"and Bailey Sawyer, Weiss","Jennifer Baldwin",4508.97,1
"and Bailey Shea, Krause","Keith Mason",24514.60,1
"and Bailey Thompson, Jacobs","David Contreras",33263.06,1
"and Bailey Williams Melton,","Lisa Deleon",40367.90,1
"and Bailey, Baker Lewis","Warren Brown",20145.03,1
"and Bailey, Martinez Cook","Derrick Davis",23301.04,1
"and Baird, Simmons Peters","Russell Cox",37629.03,1
"and Baker Burns, Mccarthy","Ashley Carney",13469.66,1
"and Baker Davis, Brooks","Matthew Wilson",6856.32,1
"and Baker Donovan Sherman,","Michael Miller",10892.72,1
"and Baker Jones, Wilson","Melanie Mercado",35949.12,1
"and Baker Kennedy Fuentes,","Sydney Burke",35319.94,1
"and Baker Rodriguez, Cameron","James Soto",17339.84,1
"and Baker Salazar, Gonzalez","Billy Garner",33064.08,1
"and Baker Sons","Ross Davis",49893.87,1
"and Baker Sons","Lawrence Crawford",28498.26,2
"and Baker, Anderson Powell","Michelle Johns",10730.44,1
"and Baker, Combs Hill","Jeremy Rodriguez",11383.20,1
"and Baker, Elliott Olson","Dawn Moore",40735.98,1
"and Baker, Golden Rhodes","Gary Powers",23052.21,1
"and Baker, Thompson Shelton","Carlos Morgan",19875.17,1
"and Baldwin Lopez, Stewart","Jimmy Wise",42425.93,1
"and Baldwin Mcneil, Simmons","Jennifer Delgado DDS",42672.09,1
"and Baldwin Walker, Campbell","Joshua Mendoza",49299.55,1
"and Baldwin, King Stephens","Stephen Salazar",10941.87,1
"and Baldwin, Wheeler Burns","Melissa Shelton",31397.72,1
"and Ball Aguilar, Norton","Sean White",27375.25,1
"and Ball Osborn, Horton","Jonathan Wilson Jr.",19923.32,1
"and Ball Ray, Hoffman","Mark Chapman",11377.34,1
"and Ball, Robinson Wade","Dawn Strickland",39342.89,1
"and Banks Price, Chambers","Christopher Wallace",72114.52,1
"and Barajas Jimenez, Daniel","Alexis Garza",13124.52,1
"and Barajas Santos, Jones","Leah Mcbride",9161.74,1
"and Barber Johnson Coleman,","Meghan Mitchell",33028.74,1
"and Barber Johnson Rowe,","Anna Smith",21802.26,1
"and Barber Schwartz Carr,","Crystal Barnett",9431.73,1
"and Barker, Hill Sellers","Diana Buchanan",43916.59,1
"and Barnes Cook Klein,","Chad Allen",19111.36,1
"and Barnes Hubbard Dillon,","Anthony Rios",52919.92,1
"and Barnes James Williams,","Sarah Kline",46126.54,1
"and Barnes Scott Black,","Jeremy Williams",43172.28,1
"and Barnes Stanley Murray,","Sarah Price",63684.14,1
"and Barnes Thompson, Lopez","Reginald Campbell",3597.51,1
"and Barnes, Deleon Williams","Julia Roberson",36415.01,1
"and Barnett Bradley, Henderson","Spencer Berry",15752.37,1
"and Barnett Ferguson, Palmer","Jean Phelps",20858.71,1
"and Barnett Sanders, Williams","Jessica Hall",39959.74,1
"and Barnett Sons","Steven Howard",15900.19,1
"and Barnett, Quinn Stewart","Ronald Wright",12964.98,1
"and Barr, Bailey Davis","Anthony Floyd",32266.31,1
"and Barrera Allen Burke,","Brianna Nguyen",33377.79,1
"and Barrera Anderson, Dunn","April Jones",5418.13,1
"and Barrett Beck, Smith","Christine Andrade",38760.21,1
"and Barrett Scott Johnson,","Gregory Lambert",43985.08,1
"and Barrett Sons","Travis Mckay",12681.13,1
"and Barrett, Crawford Williams","John Johnson",21830.45,1
"and Barrett, Johnson Estes","Anna Swanson",31962.23,1
"and Barrett, Johnson Miller","Laura Pollard",47042.20,1
"and Barrett, Parks Brown","Jeff Barker",30486.29,1
"and Barrett, Russell Phillips","Melissa Rivera",3532.05,1
"and Barron Williams Castro,","Ann Haley",26669.61,1
"and Barron, Norton Farmer","Lisa Jackson",37124.77,1
"and Barry Duran Hall,","Amanda Erickson",20425.83,1
"and Barry Smith, Sexton","Kelly Johnson",16204.98,1
"and Barry White, Jones","Dustin Pearson",83786.50,1
"and Bartlett Keller Wolfe,","Christine Diaz",29100.66,1
"and Barton Miller White,","Meagan Wood",18283.88,1
"and Barton Sons","Katherine Mckee",59701.30,1
"and Barton, Patterson Burton","Heather Palmer",7418.44,1
"and Bates Meyer, Hernandez","Stephanie Clark",44491.33,1
"and Bates Smith Wade,","David Deleon",23782.65,1
"and Bauer Bowman, Lutz","Jeanette Lowe",24397.32,1
"and Bauer Stevens Li,","Tina Garcia",8431.77,1
"and Bautista Webb, Wilson","Dustin Brown",36352.47,1
"and Bautista, Elliott Reyes","John Morgan",44617.95,1
"and Bautista, Johnson Allen","Heather Price",11763.47,1
"and Baxter Johnson Stanley,","Vanessa Harris",14245.22,1
"and Baxter, Bradshaw Stanton","Cassandra Howard DVM",46210.08,1
"and Bean Sanchez Mills,","Stacey Lewis",22222.12,1
"and Beard Carlson, Ortiz","Jason Lee",5059.56,1
"and Beard, Sherman Vasquez","Charles Beard",35799.42,1
"and Beasley, Daniel Johnson","Marcus Mejia",19004.39,1
"and Beasley, White Sandoval","Michelle Schneider",25471.61,1
"and Beck Morgan, Shaw","Marc Stewart",18494.46,1
"and Beck Peterson, Perez","Sheila Fleming",44511.07,1
"and Beck Reyes Clarke,","Brandon Crawford",1885.69,1
"and Beck, Scott Leblanc","Dylan Patton",11191.02,1
"and Becker Baker Owens,","Brandon Hart",34821.14,1
"and Becker Holmes Espinoza,","Shelby Green",21060.10,1
"and Bell Dawson, Moore","Mary Anderson",32905.16,1
"and Bell Jones, Montes","Rebecca Jackson",23560.63,1
"and Bell Mcknight, Davis","Jacob Anderson",5326.40,1
"and Bell Murphy, Harrell","Brian Smith",45581.74,1
"and Bell Perry, Moore","Tyler Flores",20545.43,1
"and Bell Roberts, Walters","Katherine Miller",2046.99,1
"and Bell Sharp, Meyer","Linda Johnston",37060.44,1
"and Bell Sons","Joshua Perez",39956.31,1
"and Bell, Martin Johnson","Anthony Kelly",22841.06,1
"and Bell, Richards Burton","Marcus Ramirez",47272.70,1
"and Beltran Lucas, Lee","Judith Nunez",21522.49,1
"and Beltran Sons","Eric Thompson",19358.57,1
"and Beltran, Church Arroyo","Margaret Ortiz",21376.70,1
"and Bender Shaffer, Henry","Rachael Wheeler",16450.35,1
"and Bender, Christian Le","George Whitney",45300.59,1
"and Benitez, Martinez Fry","Jason Rodriguez",26723.41,1
"and Benjamin Jones, Allison","Elizabeth Richardson",42030.40,1
"and Bennett Ferguson, Flores","Elizabeth Lyons",27348.55,1
"and Bennett Holland Davis,","Anna Davila",9447.01,1
"and Bennett Lee, Moody","Christine Love",36428.88,1
"and Bennett Sons","Mr. Joshua Mora",28453.47,1
"and Bennett Walker Johnston,","Christopher Freeman",25284.39,1
"and Bennett White, Patterson","Mr. Jay Wright",25938.97,1
"and Bennett, Campbell Stewart","Michelle Castillo",27397.16,1
"and Bennett, Davis Rice","Kelsey Howell",40298.32,1
"and Bennett, Gardner Stone","Dr. Jacob Liu",17118.62,1
"and Benson Allen Moran,","Anna Tucker",34822.74,1
"and Benson Harper, Wallace","Michael Rodriguez",3924.35,1
"and Benson, Patton Conner","Joshua Griffin",38906.98,1
"and Bentley Farmer, Richardson","Julia Cochran",2469.43,1
"and Bentley Hall Johnson,","Derrick Campbell",157.38,1
"and Bentley Sons","Heidi Fields",29416.64,1
"and Benton Sons","Janet Meyer",49983.58,1
"and Benton Stewart, Moore","Angela Hoffman",9542.67,1
"and Berg Molina Dennis,","Richard Donaldson",91274.56,1
"and Berger Perry, Calhoun","Christopher Ross",31043.21,1
"and Berger Terry, Franklin","Tiffany Miller",43999.98,1
"and Berger, Lopez Williams","Samantha Meyers",18565.78,1
"and Berger, Ramsey Lopez","Jason Oconnor",26552.09,1
"and Bernard Miller, Hampton","Ashley Adams",91868.74,1
"and Berry, Nguyen Hudson","Keith Evans",77662.04,1
"and Bird Williams Williams,","Carol Collier",15529.57,1
